Timestamp,Temperature,pH,Turbidity
8/7/2023 18:30,19.659,8.177,1.786
8/7/2023 19:00,19.609,8.174,1.692
8/7/2023 19:30,19.261,8.172,1.571
8/7/2023 20:00,19.384,8.164,1.622
8/7/2023 20:30,19.351,8.173,1.779
8/7/2023 21:00,19.466,8.172,1.729
8/7/2023 21:30,19.479,8.172,1.85
8/7/2023 22:00,19.426,8.173,1.737
8/7/2023 22:30,19.372,8.172,1.989
8/7/2023 23:00,19.341,8.171,1.902
8/7/2023 23:30,19.259,8.176,2.017
8/8/2023 0:00,19.2,8.175,1.904
8/8/2023 0:30,19.24,8.173,2.038
8/8/2023 1:00,19.386,8.172,2.061
8/8/2023 1:30,19.253,8.178,1.823
8/8/2023 2:00,19.264,8.171,1.958
8/8/2023 2:30,19.252,8.17,1.96
8/8/2023 3:00,19.177,8.17,1.815
8/8/2023 3:30,19.105,8.17,1.783
8/8/2023 4:00,19.133,8.167,1.717
8/8/2023 4:30,19.074,8.168,1.72
8/8/2023 5:00,19.081,8.165,1.696
8/8/2023 5:30,19.008,8.164,1.7
8/8/2023 6:00,18.952,8.164,1.732
8/8/2023 6:30,18.755,8.166,1.708
8/8/2023 7:00,18.603,8.163,1.667
8/8/2023 7:30,19.173,8.156,1.483
8/8/2023 8:00,18.914,8.162,1.57
8/8/2023 8:30,18.914,8.167,1.636
8/8/2023 9:00,18.985,8.164,1.652
8/8/2023 9:30,18.885,8.166,1.597
8/8/2023 10:00,19.011,8.166,1.618
8/8/2023 10:30,19.034,8.165,1.743
8/8/2023 11:00,19.055,8.161,1.912
8/8/2023 11:30,19.111,8.156,2.165
8/8/2023 12:00,19.111,8.169,1.886
8/8/2023 12:30,19.179,8.176,1.69
8/8/2023 13:00,19.279,8.182,1.703
8/8/2023 13:30,19.373,8.185,1.752
8/8/2023 14:00,19.41,8.185,1.856
8/8/2023 14:30,19.42,8.182,1.941
8/8/2023 15:00,19.427,8.18,2.133
8/8/2023 15:30,19.429,8.181,2.017
8/8/2023 16:00,19.43,8.182,2.003
8/8/2023 16:30,19.416,8.183,2.055
8/8/2023 17:00,19.405,8.182,2.166
8/8/2023 17:30,19.37,8.184,2.121
8/8/2023 18:00,19.357,8.182,2.144
8/8/2023 18:30,19.333,8.18,2.014
8/8/2023 19:00,19.322,8.181,2.048
8/8/2023 19:30,19.299,8.178,1.874
8/8/2023 20:00,19.275,8.177,1.821
8/8/2023 20:30,19.252,8.175,1.938
8/8/2023 21:00,19.187,8.173,1.877
8/8/2023 21:30,19.173,8.172,1.89
8/8/2023 22:00,19.169,8.172,1.846
8/8/2023 22:30,19.135,8.171,1.91
8/8/2023 23:00,19.09,8.172,1.842
8/8/2023 23:30,19.094,8.173,2.018
8/9/2023 0:00,19.003,8.164,1.946
8/9/2023 0:30,19.058,8.168,1.752
8/9/2023 1:00,18.993,8.167,1.873
8/9/2023 1:30,18.916,8.164,1.924
8/9/2023 2:00,18.929,8.163,1.838
8/9/2023 2:30,18.927,8.163,1.842
8/9/2023 3:00,18.913,8.161,1.812
8/9/2023 3:30,18.863,8.162,2.053
8/9/2023 4:00,18.864,8.157,1.729
8/9/2023 4:30,18.802,8.172,4.445
8/9/2023 5:00,18.802,8.159,1.81
8/9/2023 5:30,18.746,8.154,1.634
8/9/2023 6:00,18.714,8.153,1.604
8/9/2023 6:30,18.676,8.153,1.65
8/9/2023 7:00,18.601,8.154,1.653
8/9/2023 7:30,18.644,8.155,1.793
8/9/2023 8:00,18.618,8.156,1.748
8/9/2023 8:30,18.588,8.16,1.775
8/9/2023 9:00,18.605,8.162,1.86
8/9/2023 9:30,18.649,8.168,1.777
8/9/2023 10:00,18.675,8.172,1.811
8/9/2023 10:30,18.707,8.171,1.862
8/9/2023 11:00,18.819,8.164,1.831
8/9/2023 11:30,19.342,8.181,1.784
8/9/2023 12:00,19.107,8.167,2.357
8/9/2023 12:30,19.249,8.171,2.075
8/9/2023 13:00,19.346,8.169,2.085
8/9/2023 13:30,19.404,8.162,2.296
8/9/2023 14:00,19.443,8.169,2.081
8/9/2023 14:30,19.549,8.165,2.291
8/9/2023 15:00,19.591,8.178,2.014
8/9/2023 15:30,19.562,8.183,1.97
8/9/2023 16:00,19.572,8.183,1.943
8/9/2023 16:30,19.531,8.18,1.941
8/9/2023 17:00,19.519,8.182,1.961
8/9/2023 17:30,19.442,8.181,2.161
8/9/2023 18:00,19.427,8.179,1.915
8/9/2023 18:30,19.369,8.178,1.976
8/9/2023 19:00,19.379,8.177,2.069
8/9/2023 19:30,19.34,8.175,2.051
8/9/2023 20:00,19.316,8.175,2.024
8/9/2023 20:30,19.309,8.178,2.055
8/9/2023 21:00,19.347,8.176,1.891
8/9/2023 21:30,19.341,8.175,1.877
8/9/2023 22:00,19.286,8.177,1.765
8/9/2023 22:30,19.249,8.182,2.188
8/9/2023 23:00,19.269,8.173,2.142
8/9/2023 23:30,19.238,8.177,2.334
8/10/2023 0:00,19.208,8.173,1.938
8/10/2023 0:30,19.206,8.176,2.316
8/10/2023 1:00,19.207,8.181,2.042
8/10/2023 1:30,19.216,8.171,2.154
8/10/2023 2:00,19.207,8.169,1.892
8/10/2023 2:30,19.192,8.17,2.425
8/10/2023 3:00,19.17,8.17,4.12
8/10/2023 3:30,19.113,8.163,1.649
8/10/2023 4:00,19.075,8.165,1.58
8/10/2023 4:30,19.051,8.168,5.209
8/10/2023 5:00,19.016,8.167,1.628
8/10/2023 5:30,18.975,8.175,5.602
8/10/2023 6:00,18.911,8.178,3.67
8/10/2023 6:30,18.83,8.163,5.727
8/10/2023 7:00,18.802,8.16,1.588
8/10/2023 7:30,18.779,8.165,1.787
8/10/2023 8:00,18.754,8.168,4.554
8/10/2023 8:30,18.745,8.165,1.697
8/10/2023 9:00,18.807,8.163,1.832
8/10/2023 9:30,18.886,8.162,1.883
8/10/2023 10:00,19.001,8.158,1.877
8/10/2023 10:30,19.189,8.166,2.078
8/10/2023 11:00,19.293,8.159,1.823
8/10/2023 11:30,19.587,8.161,1.826
8/10/2023 12:00,19.634,8.159,1.681
8/10/2023 12:30,19.897,8.161,1.553
8/10/2023 13:00,19.942,8.158,1.662
8/10/2023 13:30,19.931,8.157,1.864
8/10/2023 14:00,20.023,8.155,2.002
8/10/2023 14:30,20.02,8.158,1.918
8/10/2023 15:00,20.126,8.158,2.249
8/10/2023 15:30,20.208,8.158,2.507
8/10/2023 16:00,20.222,8.158,2.543
8/10/2023 16:30,20.167,8.161,2.681
8/10/2023 17:00,20.152,8.157,2.675
8/10/2023 17:30,20.102,8.158,2.78
8/10/2023 18:00,20.064,8.155,2.674
8/10/2023 18:30,19.949,8.159,2.78
8/10/2023 19:00,19.904,8.157,2.439
8/10/2023 19:30,19.83,8.157,3.575
8/10/2023 20:00,19.786,8.154,3.26
8/10/2023 20:30,19.748,8.16,3.364
8/10/2023 21:00,19.679,8.154,2.691
8/10/2023 21:30,19.598,8.161,2.835
8/10/2023 22:00,19.465,8.167,3.488
8/10/2023 22:30,19.421,8.172,2.253
8/10/2023 23:00,19.389,8.173,1.926
8/10/2023 23:30,19.356,8.168,2.094
8/11/2023 0:00,19.307,8.159,3.694
8/11/2023 0:30,19.305,8.164,2.06
8/11/2023 1:00,19.258,8.164,1.592
8/11/2023 1:30,19.258,8.166,1.897
8/11/2023 2:00,19.214,8.164,1.841
8/11/2023 2:30,19.206,8.163,1.922
8/11/2023 3:00,19.164,8.16,1.54
8/11/2023 3:30,19.137,8.164,1.81
8/11/2023 4:00,19.165,8.161,1.646
8/11/2023 4:30,19.189,8.165,1.638
8/11/2023 5:00,19.247,8.164,1.372
8/11/2023 5:30,19.231,8.168,1.309
8/11/2023 6:00,19.205,8.168,1.396
8/11/2023 6:30,19.162,8.171,1.664
8/11/2023 7:00,19.079,8.185,1.765
8/11/2023 7:30,19.038,8.17,3.731
8/11/2023 8:00,19.034,8.165,1.364
8/11/2023 8:30,19.074,8.168,2.076
8/11/2023 9:00,19.094,8.16,1.365
8/11/2023 9:30,19.083,8.161,1.917
8/11/2023 10:00,19.253,8.162,2.429
8/11/2023 10:30,19.462,8.165,1.91
8/11/2023 11:00,19.569,8.177,2.073
8/11/2023 11:30,19.642,8.176,1.767
8/11/2023 12:00,19.639,8.17,1.424
8/11/2023 12:30,19.602,8.168,1.505
8/11/2023 13:00,19.798,8.169,1.517
8/11/2023 13:30,19.887,8.169,1.528
8/11/2023 14:00,20.041,8.165,1.679
8/11/2023 14:30,20.208,8.162,1.925
8/11/2023 15:00,20.251,8.148,2.179
8/11/2023 15:30,20.277,8.148,2.292
8/11/2023 16:00,20.285,8.147,2.552
8/11/2023 16:30,20.146,8.147,2.646
8/11/2023 17:00,20.23,8.145,2.595
8/11/2023 17:30,20.15,8.145,4.041
8/11/2023 18:00,20.14,8.139,4.162
8/11/2023 18:30,20.115,8.143,3.614
8/11/2023 19:00,20.107,8.144,3.227
8/11/2023 19:30,19.95,8.152,3.562
8/11/2023 20:00,19.885,8.149,2.333
8/11/2023 20:30,19.904,8.167,1.967
8/11/2023 21:00,19.89,8.163,1.639
8/11/2023 21:30,19.922,8.168,1.769
8/11/2023 22:00,19.892,8.171,1.547
8/11/2023 22:30,19.854,8.168,1.557
8/11/2023 23:00,19.893,8.18,1.365
8/11/2023 23:30,19.905,8.171,1.324
8/12/2023 0:00,19.968,8.183,1.342
8/12/2023 0:30,20.002,8.174,1.231
8/12/2023 1:00,19.975,8.171,1.079
8/12/2023 1:30,19.939,8.179,1.442
8/12/2023 2:00,19.898,8.178,1.11
8/12/2023 2:30,19.869,8.177,1.355
8/12/2023 3:00,19.812,8.174,1.359
8/12/2023 3:30,19.776,8.173,1.62
8/12/2023 4:00,19.716,8.172,1.92
8/12/2023 4:30,19.678,8.169,1.839
8/12/2023 5:00,19.646,8.167,1.948
8/12/2023 5:30,19.62,8.165,2.955
8/12/2023 6:00,19.546,8.16,1.843
8/12/2023 6:30,19.527,8.163,2.208
8/12/2023 7:00,19.505,8.16,2.437
8/12/2023 7:30,19.496,8.157,1.471
8/12/2023 8:00,19.518,8.161,1.769
8/12/2023 8:30,19.542,8.159,1.235
8/12/2023 9:00,19.542,8.158,1.208
8/12/2023 9:30,19.508,8.15,1.156
8/12/2023 10:00,19.675,8.153,1.222
8/12/2023 10:30,19.777,8.158,1.471
8/12/2023 11:00,19.945,8.156,1.236
8/12/2023 11:30,20.014,8.159,1.66
8/12/2023 12:00,20.039,8.158,1.603
8/12/2023 12:30,20.111,8.157,1.703
8/12/2023 13:00,20.331,8.15,1.629
8/12/2023 13:30,20.321,8.156,1.578
8/12/2023 14:00,20.371,8.158,1.668
8/12/2023 14:30,20.554,8.156,1.671
8/12/2023 15:00,20.686,8.154,1.673
8/12/2023 15:30,20.641,8.155,2.055
8/12/2023 16:00,20.528,8.145,2.125
8/12/2023 16:30,20.508,8.14,2.359
8/12/2023 17:00,20.584,8.133,2.317
8/12/2023 17:30,20.66,8.137,2.515
8/12/2023 18:00,20.633,8.133,2.411
8/12/2023 18:30,20.624,8.135,2.669
8/12/2023 19:00,20.603,8.131,2.396
8/12/2023 19:30,20.504,8.137,2.515
8/12/2023 20:00,20.432,8.133,2.355
8/12/2023 20:30,20.303,8.143,2.433
8/12/2023 21:00,20.253,8.15,1.697
8/12/2023 21:30,20.394,8.166,1.262
8/12/2023 22:00,20.379,8.159,1.407
8/12/2023 22:30,20.406,8.166,1.2
8/12/2023 23:00,20.314,8.158,1.391
8/12/2023 23:30,20.257,8.165,1.56
8/13/2023 0:00,20.233,8.16,1.458
8/13/2023 0:30,20.278,8.165,1.303
8/13/2023 1:00,20.253,8.163,1.202
8/13/2023 1:30,20.219,8.174,1.48
8/13/2023 2:00,20.166,8.171,1.08
8/13/2023 2:30,20.123,8.169,1.1
8/13/2023 3:00,20.081,8.165,1.226
8/13/2023 3:30,20.036,8.165,1.532
8/13/2023 4:00,20.033,8.167,2.54
8/13/2023 4:30,20.009,8.165,1.662
8/13/2023 5:00,19.987,8.165,1.498
8/13/2023 5:30,19.948,8.167,3.229
8/13/2023 6:00,19.948,8.159,1.72
8/13/2023 6:30,19.917,8.16,1.671
8/13/2023 7:00,19.873,8.16,1.443
8/13/2023 7:30,19.814,8.153,1.534
8/13/2023 8:00,19.849,8.147,1.316
8/13/2023 8:30,19.864,8.148,1.396
8/13/2023 9:00,19.914,8.152,1.288
8/13/2023 9:30,19.959,8.153,1.725
8/13/2023 10:00,19.906,8.147,1.221
8/13/2023 10:30,20.075,8.144,1.482
8/13/2023 11:00,20.346,8.144,1.637
8/13/2023 11:30,20.461,8.145,1.691
8/13/2023 12:00,20.635,8.144,1.538
8/13/2023 12:30,20.836,8.142,1.593
8/13/2023 13:00,21.028,8.143,1.644
8/13/2023 13:30,21.481,8.155,1.604
8/13/2023 14:00,21.142,8.147,1.45
8/13/2023 14:30,21.368,8.15,1.512
8/13/2023 15:00,21.127,8.147,1.523
8/13/2023 15:30,21.214,8.14,1.659
8/13/2023 16:00,21.222,8.135,2.093
8/13/2023 16:30,21.077,8.132,2.34
8/13/2023 17:00,20.95,8.128,2.645
8/13/2023 17:30,21.126,8.124,2.418
8/13/2023 18:00,21.12,8.133,2.381
8/13/2023 18:30,21.132,8.131,2.661
8/13/2023 19:00,21.184,8.128,2.489
8/13/2023 19:30,21.212,8.125,2.452
8/13/2023 20:00,21.202,8.121,2.569
8/13/2023 20:30,21.135,8.122,2.179
8/13/2023 21:00,21.085,8.137,2.183
8/13/2023 21:30,21.023,8.129,2.252
8/13/2023 22:00,20.986,8.126,2.553
8/13/2023 22:30,20.925,8.131,2.585
8/13/2023 23:00,20.838,8.132,1.997
8/13/2023 23:30,20.77,8.13,1.994
8/14/2023 0:00,20.745,8.126,2.699
8/14/2023 0:30,20.661,8.132,2.068
8/14/2023 1:00,20.552,8.134,1.771
8/14/2023 1:30,20.496,8.149,2.396
8/14/2023 2:00,20.415,8.14,3.01
8/14/2023 2:30,20.363,8.144,1.695
8/14/2023 3:00,20.341,8.142,2.769
8/14/2023 3:30,20.293,8.15,1.867
8/14/2023 4:00,20.27,8.155,1.713
8/14/2023 4:30,20.239,8.146,1.828
8/14/2023 5:00,20.225,8.138,2.11
8/14/2023 5:30,20.19,8.141,2.492
8/14/2023 6:00,20.176,8.129,1.917
8/14/2023 6:30,20.115,8.135,1.995
8/14/2023 7:00,20.121,8.13,3.282
8/14/2023 7:30,20.087,8.14,2.224
8/14/2023 8:00,20.076,8.136,1.846
8/14/2023 8:00,20.076,8.136,1.846
8/14/2023 8:30,20.101,8.137,4.135
8/14/2023 9:00,20.125,8.136,2.476
8/14/2023 9:30,20.154,8.144,1.717
8/14/2023 10:00,20.2,8.136,1.315
8/14/2023 10:30,20.27,8.146,2.6
8/14/2023 11:00,20.489,8.135,1.749
8/14/2023 11:30,20.605,8.134,1.878
8/14/2023 11:30,20.605,8.134,1.878
8/14/2023 12:00,20.723,8.13,2.128
8/14/2023 12:30,20.582,8.138,1.911
8/14/2023 13:00,20.564,8.134,1.7
8/14/2023 13:30,20.55,8.137,1.458
8/14/2023 14:00,20.618,8.138,1.668
8/14/2023 14:30,20.501,8.145,1.788
8/14/2023 15:00,20.987,8.133,2.202
8/14/2023 15:30,21.032,8.138,2.279
8/14/2023 16:00,21.099,8.142,1.994
8/14/2023 16:30,21.095,8.136,2.368
8/14/2023 17:00,21.06,8.13,2.784
8/14/2023 17:30,21.086,8.131,2.822
8/14/2023 18:00,21.138,8.122,2.999
8/14/2023 18:30,21.212,8.122,3.8
8/14/2023 19:00,21.133,8.116,3.468
8/14/2023 19:30,21.071,8.12,3.377
8/14/2023 20:00,21.032,8.12,2.955
8/14/2023 20:30,20.941,8.121,2.762
8/14/2023 21:00,20.87,8.121,2.656
8/14/2023 21:30,20.77,8.123,2.299
8/14/2023 22:00,20.783,8.141,1.991
8/14/2023 22:30,20.752,8.145,1.612
8/14/2023 23:00,20.715,8.16,1.218
8/14/2023 23:30,20.669,8.153,1.496
8/15/2023 0:00,20.616,8.158,1.507
8/15/2023 0:30,20.548,8.153,1.656
8/15/2023 1:00,20.463,8.147,1.568
8/15/2023 1:30,20.411,8.15,1.32
8/15/2023 2:00,20.36,8.153,1.502
8/15/2023 2:30,20.306,8.153,1.785
8/15/2023 3:00,20.281,8.171,1.151
8/15/2023 3:30,20.272,8.157,4.122
8/15/2023 4:00,20.239,8.161,1.452
8/15/2023 4:30,20.237,8.146,2.07
8/15/2023 5:00,20.224,8.147,1.658
8/15/2023 5:30,20.208,8.149,1.698
8/15/2023 6:00,20.195,8.148,1.724
8/15/2023 6:30,20.168,8.144,2.243
8/15/2023 7:00,20.157,8.141,1.514
8/15/2023 7:30,20.157,8.141,
8/15/2023 8:00,20.156,8.14,1.504
8/15/2023 8:30,20.198,8.14,2.709
8/15/2023 9:00,20.262,8.139,1.866
8/15/2023 9:30,20.312,8.139,1.979
8/15/2023 10:00,20.47,8.137,1.863
8/15/2023 10:30,20.498,8.136,1.801
8/15/2023 11:00,20.499,8.141,1.647
8/15/2023 11:30,20.569,8.138,1.559
8/15/2023 12:00,20.678,8.141,1.535
8/15/2023 12:30,20.742,8.142,1.479
8/15/2023 13:00,20.805,8.146,1.882
8/15/2023 13:30,20.91,8.128,1.448
8/15/2023 14:00,21.034,8.13,1.452
8/15/2023 14:30,21.072,8.133,1.367
8/15/2023 15:00,21.089,8.136,1.319
8/15/2023 15:30,21.104,8.144,1.518
8/15/2023 16:00,21.198,8.152,1.632
8/15/2023 16:30,21.243,8.146,1.887
8/15/2023 17:00,21.272,8.144,1.799
8/15/2023 17:30,21.316,8.136,2.721
8/15/2023 18:00,21.365,8.129,3.109
8/15/2023 18:30,21.286,8.138,2.837
8/15/2023 19:00,21.294,8.125,2.965
8/15/2023 19:30,21.376,8.118,3.083
8/15/2023 20:00,21.364,8.118,3.118
8/15/2023 20:30,21.346,8.116,3.18
8/15/2023 21:00,21.321,8.116,3.179
8/15/2023 21:30,21.253,8.119,2.897
8/15/2023 22:00,21.228,8.119,2.814
8/15/2023 22:30,21.198,8.121,2.637
8/15/2023 23:00,21.158,8.121,2.636
8/15/2023 23:30,21.134,8.123,2.567
8/16/2023 0:00,21.114,8.121,2.469
8/16/2023 0:30,21.079,8.122,2.27
8/16/2023 1:00,21.054,8.122,2.202
8/16/2023 1:30,21.007,8.117,2.124
8/16/2023 2:00,20.958,8.122,2.119
8/16/2023 2:30,20.931,8.113,2.398
8/16/2023 3:00,20.921,8.113,1.837
8/16/2023 3:30,20.86,8.115,2.339
8/16/2023 4:00,20.845,8.117,1.833
8/16/2023 4:30,20.789,8.117,2.102
8/16/2023 5:00,20.766,8.115,2.26
8/16/2023 5:30,20.718,8.13,2.243
8/16/2023 6:00,20.634,8.12,2.014
8/16/2023 6:30,20.618,8.123,2.096
8/16/2023 7:00,20.593,8.123,1.938
8/16/2023 7:30,20.576,8.116,2.177
8/16/2023 8:00,20.587,8.118,2.089
8/16/2023 8:30,20.601,8.118,2.114
8/16/2023 9:00,20.626,8.119,2.063
8/16/2023 9:30,20.66,8.118,2.042
8/16/2023 10:00,20.729,8.119,1.96
8/16/2023 10:30,20.766,8.119,1.904
8/16/2023 11:00,20.873,8.124,1.868
8/16/2023 11:30,21.122,8.126,1.761
8/16/2023 12:00,21.119,8.127,1.774
8/16/2023 12:30,21.187,8.128,1.936
8/16/2023 13:00,21.243,8.128,1.757
8/16/2023 13:30,21.291,8.129,1.677
8/16/2023 14:00,21.324,8.129,1.803
8/16/2023 14:30,21.43,8.125,1.734
8/16/2023 15:00,21.411,8.128,1.602
8/16/2023 15:30,21.437,8.138,1.784
8/16/2023 16:00,21.458,8.137,1.695
8/16/2023 16:30,21.486,8.138,1.681
8/16/2023 17:00,21.487,8.133,1.84
8/16/2023 17:30,21.594,8.137,2.455
8/16/2023 18:00,21.612,8.122,2.746
8/16/2023 18:30,21.574,8.12,3.273
8/16/2023 19:00,21.637,8.118,3.499
8/16/2023 19:30,21.659,8.122,3.684
8/16/2023 20:00,21.625,8.114,3.616
8/16/2023 20:30,21.556,8.115,2.964
8/16/2023 21:00,21.526,8.117,2.871
8/16/2023 21:30,21.508,8.115,3.391
8/16/2023 22:00,21.472,8.129,2.82
8/16/2023 22:30,21.44,8.119,3.138
8/16/2023 23:00,21.43,8.116,2.929
8/16/2023 23:30,21.418,8.116,2.691
8/17/2023 0:00,21.388,8.119,6.704
8/17/2023 0:30,21.382,8.112,4.482
8/17/2023 1:00,21.381,8.108,2.596
8/17/2023 1:30,21.379,8.115,7.76
8/17/2023 2:00,21.376,8.104,2.69
8/17/2023 2:30,21.362,8.111,2.651
8/17/2023 3:00,21.35,8.108,2.863
8/17/2023 3:30,21.324,8.118,2.955
8/17/2023 4:00,21.29,8.119,2.872
8/17/2023 4:30,21.28,8.112,3.098
8/17/2023 5:00,21.26,8.11,2.466
8/17/2023 5:30,21.221,8.111,2.531
8/17/2023 6:00,21.216,8.113,2.632
8/17/2023 6:30,21.228,8.102,2.58
8/17/2023 7:00,21.203,8.096,3.192
8/17/2023 7:30,21.167,8.098,3.479
8/17/2023 8:00,21.179,8.093,3.086
8/17/2023 8:30,21.192,8.1,2.868
8/17/2023 9:00,21.205,8.092,2.807
8/17/2023 9:30,21.247,8.092,2.45
8/17/2023 10:00,21.25,8.094,2.514
8/17/2023 10:30,21.284,8.097,2.51
